schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,path,media_type,bytes,sha256,toolchain,build_receipt_id,reproducible,pages,file_manifest
r014.backend.record,1.0.0,ttp.r014.artifact.boundary25-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY25.pdf,application/pdf,874882,95dde8dbd45dcfdf7580d5a81672a137ec7275ff4cb1a40435c128f6caa6c154,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary25-build-canonical,true,124,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary25-translation-review-receipt,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY25_TRANSLATION_REVIEW.json,application/json,1473,4258192f25e5e4b5a624d2174583852597abb9c149a66cb600092d1163efc2f1,recorded independent translation review receipt,ttp.r014.qa.boundary25-translation-review-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary25-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY25_VISUAL.json,application/json,4992,0e72412cbdef3d11e358ffa1fcdf82862d940ef2a74bc84852432bba2f18c71b,canonical all-page visual receipt,ttp.r014.qa.boundary25-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary26-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY26_BUILD.json,application/json,6205,9c53a68af6d0a6b26144da5d1c8a46cffd297bff8f75e73421da1cee4c96bd21,canonical build receipt,ttp.r014.qa.boundary26-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary26-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY26.pdf,application/pdf,899343,28f497d2cdfee61c85b37a62873184f5a2348f73c1daef7ac7c56d10dc2dd169,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary26-build-canonical,true,128,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary26-translation-review-receipt,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY26_TRANSLATION_REVIEW.json,application/json,1564,ea1474e06e18c69898d284154bb0aa146fbb5049bf525e10201fb182ed6985fc,recorded independent translation review receipt,ttp.r014.qa.boundary26-translation-review-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary26-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY26_VISUAL.json,application/json,5132,07162fb087693d5b2aad108bacf2d8835a05584452d3e4987b329c3aadd922b3,canonical all-page visual receipt,ttp.r014.qa.boundary26-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary27-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY27_BUILD.json,application/json,6271,f2df52416545380a8347c96e895d2bc6dbb85d7a7d3ba7cd19c1341db78d24d7,canonical build receipt,ttp.r014.qa.boundary27-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary27-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY27.pdf,application/pdf,934433,1fb63e1d1bd1643f5a2296b2e36b7503348ac21f307f502d912fcc2b3bcfeccf,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary27-build-canonical,true,132,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary27-translation-review-receipt,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY27_TRANSLATION_REVIEW.json,application/json,1657,ecbff12675a19c1f37b50f7fca4c59c2242f7e7f2fdfb716078e94ce9946c7d4,recorded independent translation review receipt,ttp.r014.qa.boundary27-translation-review-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary27-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY27_VISUAL.json,application/json,5268,e089c64c0b67a63fdc9c53fac63b499e768ca3aeb1e642bb53ab707f0cc8b24b,canonical all-page visual receipt,ttp.r014.qa.boundary27-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary28-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/FINAL_BUILD.json,application/json,7395,d112b48de7032c2eda809419eadaaafdec089c8b6c5886db8501ab226c8123e2,canonical build receipt,ttp.r014.qa.boundary28-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary28-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID.pdf,application/pdf,962527,1ded3c6844b656347259b464bf21526fdc32dc2246c73ac58ab76ed28688eefc,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary28-build-canonical,true,138,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary28-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/FINAL_VISUAL.json,application/json,5729,4d69b0335cb59477117209ba2c62347afc758c73d9bde9a19c6b25df10851292,canonical all-page visual receipt,ttp.r014.qa.boundary28-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary3-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY3.pdf,application/pdf,142320,18586dc3e7b73ac42c309d4752c5153ce8d0cc42cac44b0b7cf900707b014987,documented in linked build receipt,ttp.r014.qa.boundary3-build,true,19,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary4-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY4.pdf,application/pdf,164845,e12c6e17814c061a93fabc3c8bb5bf70cae3710001595a21ff0f881f939caf0e,documented in linked build receipt,ttp.r014.qa.boundary4-build,true,23,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary5-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY5.pdf,application/pdf,191678,df12be132095bcfc6eef9415207909ae1c34e32bb14b856da28b0cbf4733e544,documented in linked build receipt,ttp.r014.qa.boundary5-build,true,27,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary6-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY6.pdf,application/pdf,204997,299391777d02eb8c75a6da6b41bd1df75038fa07462594f9a9f3a9918da6b40d,documented in linked build receipt,ttp.r014.qa.boundary6-build,true,31,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary7-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY7.pdf,application/pdf,241865,2c306db723c86516872b5c583992fbcd839f5cf45f75b838da5043ecff0bc42f,documented in linked build receipt,ttp.r014.qa.boundary7-build,true,38,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary8-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY8.pdf,application/pdf,263088,84cc7eecf22a464b0807f40c661e8513c1347ff766086803691cb5fa4888049a,documented in linked build receipt,ttp.r014.qa.boundary8-build,true,42,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary9-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY9.pdf,application/pdf,275980,35efd46be5a8f9ec90e15c3000ca2caf7e82ba4dd76cfe4d47409a902b8532c0,documented in linked build receipt,ttp.r014.qa.boundary9-build,true,46,
r014.backend.record,1.0.0,ttp.r014.artifact.official-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,authority/downloads/yaintt.pdf,application/pdf,881013,44ae6b2b3dd3c44ee4a6c59c57b623861cabae2a33d1d057df99a1e5c6dcb09f,documented in linked build receipt,ttp.r014.qa.source-authority,false,128,
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,21394,8ca4cb50c3dd61258c48b32b7ae741c5d8c084455c845527a00e9482a85f4780,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-roundtrip,true,,"[{""bytes"":2867,""path"":""qa/BOUNDARY1_BUILD.json"",""sha256"":""9518f9b593f5866b074ebd82883a930794e17cfbaba21f84bd6b9b815b15de39""},{""bytes"":1502,""path"":""qa/BOUNDARY1_LANGUAGE_MATH.json"",""sha256"":""61a219004324143219ff6d606e7548985ac4122090ebe59effea3c46fbe13411""},{""bytes"":1143,""path"":""qa/BOUNDARY1_STRUCTURE.json"",""sha256"":""8cf674d74eda8bf237e315eb5157f7d03eb177d2b8949e373c81c0e0fbdd3d8f""},{""bytes"":1341,""path"":""qa/BOUNDARY1_VISUAL.json"",""sha256"":""da60baf7f88bed8fd1f8077bae792ea8d5ece8c44e233a98994e5bf7e173c001""},{""bytes"":2804,""path"":""qa/BOUNDARY2_BUILD.json"",""sha256"":""b9a38fa440bb7dc8bbb587b73dd291e388531dca30541f234c1b408dae4bce16""},{""bytes"":1175,""path"":""qa/BOUNDARY2_VISUAL.json"",""sha256"":""98a07845f26a60416bd96fb6926382b834b5fdc9d8bfed8e5df2492b8faa0605""},{""bytes"":2790,""path"":""qa/BOUNDARY3_BUILD.json"",""sha256"":""ab7adfd9d3824d9861ae02a43325a750b893c9d16723e916aee9b7d5498819ed""},{""bytes"":1615,""path"":""qa/BOUNDARY3_VISUAL.json"",""sha256"":""cbf58c22bd131e909991e71c1f78c06ccb4f9908388008f5a7bfc791082026fb""},{""bytes"":988,""path"":""qa/frozen-boundaries/boundary3/SOURCE_SNAPSHOT.json"",""sha256"":""849ffd721f282bdb9523c59cddac4e6f55af985f55455cb5ef28f20067a8cfb3""},{""bytes"":1087,""path"":""qa/SECTION_AOWI_STRUCTURE.json"",""sha256"":""a4bcca591939f712bb2735b4489be9b5e32fad9776c4bac39245759e05b0b3d9""},{""bytes"":1491,""path"":""qa/SECTION_DADA_STRUCTURE.json"",""sha256"":""26ff9146f4787efa56126a5c9bedbe961e6edb1a6af2fceb7f1687105a187bcc""},{""bytes"":2591,""path"":""qa/UPSTREAM_BUILD_BASELINE.json"",""sha256"":""1f969300fc8f344b94e1d78256898138b419ed9eb55a4ec9ad6c37a0a5d676ac""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary10,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,11299,f9a1be145afb5733e24a3f7eb5ea177ca6a3220e6ea69e455df203667f229644,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary10-determinism,true,,"[{""bytes"":5001,""path"":""qa/BOUNDARY10_BUILD.json"",""sha256"":""2f618c05d43676fac8f6c393d06781d833646ec984981a6c9c17286ad8e608b1""},{""bytes"":2463,""path"":""qa/BOUNDARY10_VISUAL.json"",""sha256"":""92893f19336a559bc9d48dd7ea9ff4a94d7f2afbe0818ecab9e8ca2aa9b44f29""},{""bytes"":1757,""path"":""qa/frozen-boundaries/boundary10/SOURCE_SNAPSHOT.json"",""sha256"":""b0135fbf8eb7272b14015f96c296f06612b588019f0bcace0b9f4b394de43293""},{""bytes"":2078,""path"":""qa/SECTION_AWTWWC_STRUCTURE.json"",""sha256"":""46d007b9bf78b0f6b4a2007629dab4b068a51981cd762ae6aae384d99ceb35b9""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary11,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,11091,0d301e3b2bd8fe5f78fd5ee5527652ba17a65b9cde71e4c08c80c5b6651ce08b,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary11-determinism,true,,"[{""bytes"":4704,""path"":""qa/BOUNDARY11_BUILD.json"",""sha256"":""7919983be15075710309c7a841a116290e994798729d1792c87a2f93bda3d8f9""},{""bytes"":2545,""path"":""qa/BOUNDARY11_VISUAL.json"",""sha256"":""cc7c5b6dd74bf523322b41f238fd4563e39fb9325816d3598bdf74e0f44f2282""},{""bytes"":1788,""path"":""qa/frozen-boundaries/boundary11/SOURCE_SNAPSHOT.json"",""sha256"":""4037d8d2de51e49c4bd5d4633cf8eb6f221990f2f12dfd684301b3bc9e5b5e9a""},{""bytes"":2054,""path"":""qa/SECTION_EPHIF_STRUCTURE.json"",""sha256"":""d7a003870f587c374bb0464e93168688ac020b3072dea826c575b151141f0518""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary4,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,7016,2564dd591dc9973eb114ab3680cc237bd95bce1911c5808fa7e8de4761bc45e7,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary4-determinism,true,,"[{""bytes"":2859,""path"":""qa/BOUNDARY4_BUILD.json"",""sha256"":""1de23521efd51a59e70c10f1eac56d3a65ddcdb3a5f96c53325f3fadb52c841e""},{""bytes"":1702,""path"":""qa/BOUNDARY4_VISUAL.json"",""sha256"":""7939a9ac5ed03f9a3c30adc5a7db4231e56a66566dd44902b2d28c02506c23f6""},{""bytes"":1021,""path"":""qa/frozen-boundaries/boundary4/SOURCE_SNAPSHOT.json"",""sha256"":""a80264d67f271df1edbf3759cbc8d0fe4a367073d888403e7d922859568eca90""},{""bytes"":1434,""path"":""qa/SECTION_ROIIDB_STRUCTURE.json"",""sha256"":""a595903f75dd7800713c84f5d84c23cbef3dd8b65c426f09f355d0f9c9b2c5bb""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary5,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,8096,589a09f93c6b1dfb6aae465eb567c480150a03b6d6eccb877b480416cfdc1ebf,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary5-determinism,true,,"[{""bytes"":3256,""path"":""qa/BOUNDARY5_BUILD.json"",""sha256"":""be5b942094f2012c273e89e11513d5fab38d85d817bb595405e22edf7d3515db""},{""bytes"":2237,""path"":""qa/BOUNDARY5_VISUAL.json"",""sha256"":""570f7bed525c739f904547fd8fa0073029f6acb21d778d7acd9b902021361be5""},{""bytes"":1040,""path"":""qa/frozen-boundaries/boundary5/SOURCE_SNAPSHOT.json"",""sha256"":""1350bf951f45d7eb26c8befbde5c1ee69f0b0827c576cbc58d05932510f70e08""},{""bytes"":1563,""path"":""qa/SECTION_GCD_STRUCTURE.json"",""sha256"":""570c2b1f466a1a7d9e11d1a8696beacb7979f6caaa02525d04b22c4cae1fd981""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary6,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,7910,5f9b40329a0ace8194405477f567cb8802015399a6c28596f61e5ce7d609a8c2,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary6-determinism,true,,"[{""bytes"":3412,""path"":""qa/BOUNDARY6_BUILD.json"",""sha256"":""95b0778195f36ffb37ab7c62540a2848379d8899df4305f609087a5fd816ceec""},{""bytes"":2264,""path"":""qa/BOUNDARY6_VISUAL.json"",""sha256"":""31f8c42fa751c5e09fb5ca825c35b239a0531a64685d4b67fb74758f179087d5""},{""bytes"":1065,""path"":""qa/frozen-boundaries/boundary6/SOURCE_SNAPSHOT.json"",""sha256"":""04c98e690293a51f171494dfd9365fd82268584f65ea979d5f54acbc6f708d7f""},{""bytes"":1169,""path"":""qa/SECTION_EA_STRUCTURE.json"",""sha256"":""e1955f1c73d495d60d98cfbb1808bb13ae4c3643a45365c73569694d8223c186""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary7,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,8788,85e6b0ed126fa1d63d59b32cb097a85993717d87e369f5606047d4f5e51f341a,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary7-determinism,true,,"[{""bytes"":3501,""path"":""qa/BOUNDARY7_BUILD.json"",""sha256"":""f3069cd41afacb746566f6168b397ee78a2178dc2ddfe74620ffed00ad39c949""},{""bytes"":2403,""path"":""qa/BOUNDARY7_VISUAL.json"",""sha256"":""1f645b9a825b95340e5383da1fa435a9559eb1fd37e77167cb36acd140033d6f""},{""bytes"":1125,""path"":""qa/frozen-boundaries/boundary7/SOURCE_SNAPSHOT.json"",""sha256"":""9b3a6a022d11401e3a0fcc7d3a48975c82b0e56b52ca5a85532c0ee2c1c4a53f""},{""bytes"":1759,""path"":""qa/SECTION_ITC_STRUCTURE.json"",""sha256"":""63c671cd90ef5c5c1802e5d585e617867ecc90d767ad277addde15ffb8f52dc2""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary8,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,9172,e46297d3d3fb4e327e7343d6d94cb7e6cf89ee63bec4ed6f7ef312860704bbb7,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary8-determinism,true,,"[{""bytes"":3503,""path"":""qa/BOUNDARY8_BUILD.json"",""sha256"":""19e592504cdb261110c2e8acc94bef5e1ca0b3c93f995cd60aefe6372264151e""},{""bytes"":2354,""path"":""qa/BOUNDARY8_VISUAL.json"",""sha256"":""cf26717bcc3103a52639de8fb59cab27798d28904f580cf1b0f7b96b1e1d810b""},{""bytes"":1149,""path"":""qa/frozen-boundaries/boundary8/SOURCE_SNAPSHOT.json"",""sha256"":""16ce5d98e26ede91b853c2f384db447ffcd977a3644d2a284c11a5cc10fa053f""},{""bytes"":2166,""path"":""qa/SECTION_LC_STRUCTURE.json"",""sha256"":""40d45dea3b0d6ab84c3fdcfc4deae78d6599eb4e12e455c205b43c6a94118296""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.qa-bundle.boundary9,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/,application/vnd.r014.qa-bundle+json,9110,eab6d23e3fcfaa20bc58fbbd68706af7b4db7c155974d922caa83a3abb0b1905,canonical path-tab-bytes-tab-sha256 LF manifest,ttp.r014.qa.backend-boundary9-determinism,true,,"[{""bytes"":3558,""path"":""qa/BOUNDARY9_BUILD.json"",""sha256"":""cd51f9dd168af6ff7eb39e1333c4366eb75c157100bb9b4461b5b69eebd69116""},{""bytes"":2361,""path"":""qa/BOUNDARY9_VISUAL.json"",""sha256"":""9c52d9b45a4cecf9575ba9d9bb89a3fecf49406e2c3540805b6c3ba4ae376112""},{""bytes"":1717,""path"":""qa/frozen-boundaries/boundary9/SOURCE_SNAPSHOT.json"",""sha256"":""c13323b397761535b80a956a11e4353f5dcbaeb2b168ca6732aff057a14924fe""},{""bytes"":1474,""path"":""qa/SECTION_CRT_STRUCTURE.json"",""sha256"":""71ee88c727745a81c9445112144366f9400de7d00ce0dcf84c9f80401ae072c0""}]"
r014.backend.record,1.0.0,ttp.r014.artifact.target-source,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary3/yaintt-id.tex,application/x-tex,244748,695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666,frozen byte capture,ttp.r014.qa.section-dada-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary10,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary10/yaintt-id.tex,application/x-tex,250682,e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8,frozen byte capture,ttp.r014.qa.section-awtwwc-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary11,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary11/yaintt-id.tex,application/x-tex,251814,cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53,frozen byte capture,ttp.r014.qa.section-ephif-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary28-final,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary28-final/yaintt-id.tex,application/x-tex,269464,b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db,byte-identical canonical source freeze,ttp.r014.qa.boundary28-final-source-freeze,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary28-r2,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/review-candidates/boundary28-r2/yaintt-id.tex,application/x-tex,269464,b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db,immutable reviewed LaTeX candidate,ttp.r014.qa.boundary28-r2-backend-structural,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary4,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary4/yaintt-id.tex,application/x-tex,245517,6579069bd8ca959042eaeba5b743d5eb4a3ed3e58828e55a827a30f0b0066859,frozen byte capture,ttp.r014.qa.section-roiidb-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary5,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary5/yaintt-id.tex,application/x-tex,246813,a1e4f897c579852ae201e59f20538883cff4c07575a128ddfc24b6b19e2334d1,frozen byte capture,ttp.r014.qa.section-gcd-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary6,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary6/yaintt-id.tex,application/x-tex,247240,4f9ca62a4fd7a3e4c7c2629ce62ee33bda8e35202bd35850df339f211464116d,frozen byte capture,ttp.r014.qa.section-ea-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary7,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary7/yaintt-id.tex,application/x-tex,248279,8557e99ec0cc12ece98cb3a28706676d21d8c0526f526034a3178742acee5a79,frozen byte capture,ttp.r014.qa.section-itc-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary8,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary8/yaintt-id.tex,application/x-tex,249528,f4e17c49e2dc2e871fc6595e11daa97c8ad55e1a4eba2005488e9e841e68e749,frozen byte capture,ttp.r014.qa.section-lc-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.target-source.boundary9,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/frozen-boundaries/boundary9/yaintt-id.tex,application/x-tex,249864,643a63186e4d6e1f2589aec775f9f70b58875aee6d61ec297cd55029b44cb1f9,frozen byte capture,ttp.r014.qa.section-crt-topology,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.terminology.boundary28-r2,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/review-candidates/boundary28-r2/TERMINOLOGY.md,text/markdown,29316,3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1,authoritative terminology sidecar,ttp.r014.qa.boundary28-r2-backend-structural,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.upstream-replay-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,qa/upstream-baseline-replay/rebuilt-authority.pdf,application/pdf,919171,d4ac10b9fae4e17cc5dc8a4a29f078b286cb6c62c1fdd29aa607ea194c87029e,documented in linked build receipt,ttp.r014.qa.upstream-build,true,128,
