schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,concept_code,name_en,name_id,prerequisite_concept_ids,taxonomy_path,evidence
r014.backend.record,1.0.0,ttp.concept.digital_signature,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,digital_signature,digital signature,tanda tangan digital,"[""ttp.concept.public_key_cryptosystem""]",computer-science/cryptography/digital_signature,"{""notes"":""Data attached to a document/message whose valid verification can support signer attribution only under the scheme's security assumptions, an uncompromised private key, and a trusted identity--key binding."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.digital_signature""}"
r014.backend.record,1.0.0,ttp.concept.diophantine_equation,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,diophantine_equation,Diophantine equation,persamaan Diofantin,"[""ttp.concept.integer""]",mathematics/number-theory/diophantine_equation,"{""path"":""qa/frozen-boundaries/boundary8/yaintt-id.tex"",""target_sha256"":""f4e17c49e2dc2e871fc6595e11daa97c8ad55e1a4eba2005488e9e841e68e749""}"
r014.backend.record,1.0.0,ttp.concept.discrete_logarithm,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,discrete_logarithm,discrete logarithm,logaritma diskret,[],mathematics/number-theory/discrete_logarithm,"{""notes"":""Chapter-wide formal term; the source also calls it an index."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.discrete_logarithm""}"
r014.backend.record,1.0.0,ttp.concept.discrete_logarithm_hardness,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,discrete_logarithm_hardness,discrete-logarithm hardness,kesulitan komputasional logaritma diskret,"[""ttp.concept.discrete_logarithm"",""ttp.concept.input_length""]",computer-science/cryptography/discrete_logarithm_hardness,"{""notes"":""Scope claims to suitably chosen large parameter families and feasible classical algorithms; do not imply hardness in every multiplicative group."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""complexity.discrete_logarithm_hardness""}"
r014.backend.record,1.0.0,ttp.concept.distributivity,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,distributivity,distributivity,distributivitas,"[""ttp.concept.addition"",""ttp.concept.multiplication""]",mathematics/number-theory/distributivity,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.divisibility,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,divisibility,divisibility,keterbagian,"[""ttp.concept.integer"",""ttp.concept.multiplication""]",mathematics/number-theory/divisibility,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.division,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,division,division,pembagian,"[""ttp.concept.multiplication""]",mathematics/number-theory/division,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.division_algorithm,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,division_algorithm,Division Algorithm,Algoritma Pembagian,"[""ttp.concept.integer"",""ttp.concept.well_ordering_principle""]",mathematics/number-theory/division_algorithm,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.divisor,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,divisor,divisor,pembagi,"[""ttp.concept.divisibility""]",mathematics/number-theory/divisor,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.divisor_sum_function,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,divisor_sum_function,divisor-sum function F,fungsi jumlah pembagi F,[],mathematics/number-theory/divisor_sum_function,"{""notes"":""Here `F(n)=\\sum_{d\\mid n}\\phi(d)`; the proof establishes `F(n)=n`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.divisor_sum_function""}"
r014.backend.record,1.0.0,ttp.concept.elgamal,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,elgamal,ElGamal cryptosystem,kriptosistem ElGamal,"[""ttp.concept.cryptosystem""]",mathematics/number-theory/elgamal,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_ciphertext,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_ciphertext,ElGamal ciphertext,cipherteks ElGamal,"[""ttp.concept.elgamal_cryptosystem""]",computer-science/cryptography/elgamal_ciphertext,"{""notes"":""Ordered pair `(r^\\beta, m a^\\beta)` reduced modulo `p`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_ciphertext""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_cryptosystem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_cryptosystem,ElGamal cryptosystem,kriptosistem ElGamal,"[""ttp.concept.primitive_root"",""ttp.concept.discrete_logarithm_hardness"",""ttp.concept.public_key_cryptosystem""]",computer-science/cryptography/elgamal_cryptosystem,"{""notes"":""Textbook multiplicative public-key construction; preserve the proper name."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_cryptosystem""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_ephemeral_exponent,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_ephemeral_exponent,ElGamal ephemeral exponent,eksponen efemeral ElGamal,"[""ttp.concept.elgamal_cryptosystem"",""ttp.concept.fresh_randomness""]",computer-science/cryptography/elgamal_ephemeral_exponent,"{""notes"":""Fresh random `\\beta` used once for each encryption."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_ephemeral_exponent""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_private_key,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_private_key,ElGamal private/decryption key,kunci privat/dekripsi ElGamal,"[""ttp.concept.elgamal_cryptosystem""]",computer-science/cryptography/elgamal_private_key,"{""notes"":""Tuple `(p,r,\\alpha)`; the secret exponent excludes the trivial endpoint `p-1`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_private_key""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_public_key,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_public_key,ElGamal public/encryption key,kunci publik/enkripsi ElGamal,"[""ttp.concept.elgamal_cryptosystem""]",computer-science/cryptography/elgamal_public_key,"{""notes"":""Tuple `(p,r,a)` with `a=r^\\alpha\\pmod p`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_public_key""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_signature,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_signature,ElGamal digital signature,tanda tangan digital ElGamal,"[""ttp.concept.elgamal_cryptosystem"",""ttp.concept.digital_signature""]",computer-science/cryptography/elgamal_signature,"{""notes"":""Pair `(x,y)` with `x=r^\\gamma\\pmod p` and `y=\\gamma^{-1}(m-\\alpha x)\\pmod{p-1}`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_signature""}"
r014.backend.record,1.0.0,ttp.concept.elgamal_signature_nonce,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,elgamal_signature_nonce,ElGamal signature nonce,nonce tanda tangan ElGamal,"[""ttp.concept.elgamal_signature"",""ttp.concept.fresh_randomness""]",computer-science/cryptography/elgamal_signature_nonce,"{""notes"":""Fresh random invertible `\\gamma` modulo `p-1`; never substitute the unreduced `r^\\gamma` for signature component `x`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.elgamal_signature_nonce""}"
r014.backend.record,1.0.0,ttp.concept.encryption,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,encryption,encryption,enkripsi,[],computer-science/cryptography/encryption,"{""notes"":""Verb: `mengenkripsi`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.encryption""}"
r014.backend.record,1.0.0,ttp.concept.encryption_keyspace,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,encryption_keyspace,encryption keyspace,ruang kunci enkripsi,[],computer-science/cryptography/encryption_keyspace,"{""notes"":""Written `\\Kk_e`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.encryption_keyspace""}"
r014.backend.record,1.0.0,ttp.concept.equivalence_class,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,equivalence_class,equivalence class,kelas ekuivalensi,"[""ttp.concept.equivalence_relation""]",mathematics/number-theory/equivalence_class,"{""path"":""qa/frozen-boundaries/boundary10/yaintt-id.tex"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}"
r014.backend.record,1.0.0,ttp.concept.equivalence_relation,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,equivalence_relation,equivalence relation,relasi ekuivalensi,[],mathematics/number-theory/equivalence_relation,"{""path"":""qa/frozen-boundaries/boundary10/yaintt-id.tex"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}"
r014.backend.record,1.0.0,ttp.concept.euclidean_algorithm,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,euclidean_algorithm,Euclidean algorithm,Algoritma Euklides,"[""ttp.concept.greatest_common_divisor"",""ttp.concept.division_algorithm"",""ttp.concept.remainder""]",mathematics/number-theory/euclidean_algorithm,"{""path"":""qa/frozen-boundaries/boundary6/yaintt-id.tex"",""target_sha256"":""4f9ca62a4fd7a3e4c7c2629ce62ee33bda8e35202bd35850df339f211464116d""}"
r014.backend.record,1.0.0,ttp.concept.euclids_lemma,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,euclids_lemma,Euclid's Lemma,Lemma Euklides,"[""ttp.concept.divisibility"",""ttp.concept.greatest_common_divisor"",""ttp.concept.relatively_prime""]",mathematics/number-theory/euclids_lemma,"{""path"":""qa/frozen-boundaries/boundary7/yaintt-id.tex"",""target_sha256"":""8557e99ec0cc12ece98cb3a28706676d21d8c0526f526034a3178742acee5a79""}"
r014.backend.record,1.0.0,ttp.concept.euler_phi_function,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,euler_phi_function,Euler's phi function,fungsi phi Euler,"[""ttp.concept.relatively_prime"",""ttp.concept.natural_number""]",mathematics/number-theory/euler_phi_function,"{""path"":""qa/frozen-boundaries/boundary11/yaintt-id.tex"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}"
r014.backend.record,1.0.0,ttp.concept.euler_theorem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,euler_theorem,Euler's theorem,Teorema Euler,[],mathematics/number-theory/euler_theorem,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.euler_totient_function,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,euler_totient_function,Euler's totient function,fungsi totient Euler,"[""ttp.concept.euler_phi_function""]",mathematics/number-theory/euler_totient_function,"{""path"":""qa/frozen-boundaries/boundary11/yaintt-id.tex"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}"
r014.backend.record,1.0.0,ttp.concept.eulers_theorem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,eulers_theorem,Euler's Theorem,Teorema Euler,"[""ttp.concept.multiplicative_order"",""ttp.concept.euler_phi_function""]",mathematics/number-theory/eulers_theorem,"{""notes"":""Preserve `a^{\\phi(n)}\\equiv1\\pmod n` under the coprimality hypothesis."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.eulers_theorem""}"
r014.backend.record,1.0.0,ttp.concept.exhaustive_search,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,exhaustive_search,exhaustive search,pencarian menyeluruh,[],computer-science/cryptography/exhaustive_search,"{""notes"":""Introduced as the equivalent name for a brute-force attack."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""search.exhaustive_search""}"
r014.backend.record,1.0.0,ttp.concept.exponents_modulo_order,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,exponents_modulo_order,exponents modulo the multiplicative order,pangkat modulo orde multiplikatif,"[""ttp.concept.multiplicative_order""]",mathematics/number-theory/exponents_modulo_order,"{""notes"":""`a^j\\equiv a^k\\pmod n` exactly when `j\\equiv k\\pmod{\\ord_n(a)}`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.exponents_modulo_order""}"
r014.backend.record,1.0.0,ttp.concept.extended_euclidean_algorithm,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,extended_euclidean_algorithm,extended Euclidean algorithm,Algoritma Euklides diperluas,"[""ttp.concept.euclidean_algorithm"",""ttp.concept.linear_combination""]",mathematics/number-theory/extended_euclidean_algorithm,"{""path"":""qa/frozen-boundaries/boundary6/yaintt-id.tex"",""target_sha256"":""4f9ca62a4fd7a3e4c7c2629ce62ee33bda8e35202bd35850df339f211464116d""}"
r014.backend.record,1.0.0,ttp.concept.factor,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,factor,factor,faktor,"[""ttp.concept.divisibility""]",mathematics/number-theory/factor,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.factorial,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,factorial,factorial,faktorial,[],mathematics/number-theory/factorial,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.fast_modular_exponentiation,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fast_modular_exponentiation,fast modular exponentiation,eksponensiasi modular cepat,"[""ttp.concept.binary_representation"",""ttp.concept.congruence""]",mathematics/number-theory/fast_modular_exponentiation,"{""notes"":""Implemented by repeated squaring and binary expansion."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.fast_modular_exponentiation""}"
r014.backend.record,1.0.0,ttp.concept.feasible_computation,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,feasible_computation,feasible computation,komputasi layak,[],computer-science/cryptography/feasible_computation,"{""notes"":""Runtime bounded polynomially in the logarithms/input length."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""complexity.feasible_computation""}"
r014.backend.record,1.0.0,ttp.concept.fermats_last_theorem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fermats_last_theorem,Fermat's Last Theorem,Teorema Terakhir Fermat,[],mathematics/number-theory/fermats_last_theorem,"{""notes"":""Historical aside only; retain the authority's quotation marks around “theorem.”"",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.fermats_last_theorem""}"
r014.backend.record,1.0.0,ttp.concept.fermats_little_theorem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fermats_little_theorem,Fermat's Little Theorem,Teorema Kecil Fermat,"[""ttp.concept.eulers_theorem"",""ttp.concept.prime""]",mathematics/number-theory/fermats_little_theorem,"{""notes"":""Use this established Indonesian word order consistently."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.fermats_little_theorem""}"
r014.backend.record,1.0.0,ttp.concept.fingerprint,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fingerprint,fingerprint,sidik jari,[],computer-science/cryptography/fingerprint,"{""notes"":""A hash used here to detect non-malicious corruption."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.fingerprint""}"
r014.backend.record,1.0.0,ttp.concept.finite_sum,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,finite_sum,finite sum,jumlah berhingga,[],mathematics/number-theory/finite_sum,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.frequency_analysis,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,frequency_analysis,frequency analysis,analisis frekuensi,"[""ttp.concept.letter_frequency"",""ttp.concept.ciphertext""]",computer-science/cryptography/frequency_analysis,"{""notes"":""Compare observed symbol frequencies with a reference-language distribution."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.frequency_analysis""}"
r014.backend.record,1.0.0,ttp.concept.fresh_randomness,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fresh_randomness,fresh randomness,keacakan baru yang independen,[],computer-science/cryptography/fresh_randomness,"{""notes"":""New independent randomness for each encryption or signature operation."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""randomness.fresh_randomness""}"
r014.backend.record,1.0.0,ttp.concept.functional_correctness,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,functional_correctness,functional correctness,kebenaran fungsional,[],computer-science/cryptography/functional_correctness,"{""notes"":""Encryption/decryption or signing/verification composes as specified; this alone is not a strong adversarial security guarantee."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.functional_correctness""}"
r014.backend.record,1.0.0,ttp.concept.fundamental_theorem_arithmetic,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,Teorema Dasar Aritmetika,"[""ttp.concept.prime_factorization"",""ttp.concept.well_ordering_principle""]",mathematics/number-theory/fundamental_theorem_arithmetic,"{""notes"":""Existence and uniqueness of prime factorization for `n\\ge2`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.fundamental_theorem_arithmetic""}"
r014.backend.record,1.0.0,ttp.concept.gauss_totient_sum,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,gauss_totient_sum,Gauss's theorem on totient sums,Teorema Gauss tentang jumlah nilai fungsi phi Euler,"[""ttp.concept.euler_phi_function"",""ttp.concept.divisibility""]",mathematics/number-theory/gauss_totient_sum,"{""notes"":""`\\sum_{d\\mid n}\\phi(d)=n`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.gauss_totient_sum""}"
r014.backend.record,1.0.0,ttp.concept.greatest_common_divisor,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,greatest_common_divisor,greatest common divisor,faktor persekutuan terbesar,"[""ttp.concept.common_divisor"",""ttp.concept.natural_number""]",mathematics/number-theory/greatest_common_divisor,"{""path"":""qa/frozen-boundaries/boundary5/yaintt-id.tex"",""target_sha256"":""a1e4f897c579852ae201e59f20538883cff4c07575a128ddfc24b6b19e2334d1""}"
r014.backend.record,1.0.0,ttp.concept.hash_value,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,hash_value,hash value,nilai hash,[],computer-science/cryptography/hash_value,"{""notes"":""Fixed-length output `h(m)`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.hash_value""}"
r014.backend.record,1.0.0,ttp.concept.hex,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,hex,hex,heks,"[""ttp.concept.hexadecimal""]",mathematics/number-theory/hex,"{""path"":""qa/frozen-boundaries/boundary4/yaintt-id.tex"",""target_sha256"":""6579069bd8ca959042eaeba5b743d5eb4a3ed3e58828e55a827a30f0b0066859""}"
r014.backend.record,1.0.0,ttp.concept.hexadecimal,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,hexadecimal,hexadecimal,heksadesimal,"[""ttp.concept.base_representation""]",mathematics/number-theory/hexadecimal,"{""path"":""qa/frozen-boundaries/boundary4/yaintt-id.tex"",""target_sha256"":""6579069bd8ca959042eaeba5b743d5eb4a3ed3e58828e55a827a30f0b0066859""}"
r014.backend.record,1.0.0,ttp.concept.identity_element,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,identity_element,identity element,elemen identitas,"[""ttp.concept.binary_operation""]",mathematics/number-theory/identity_element,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
