schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,order,concept_id,source_term,target_term,variants,rejected_forms,scope,register,evidence,examples
r014.backend.record,1.0.0,ttp.r014.term.079,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,79,ttp.concept.modular_inverse,modular inverse,invers modular,[],[],R014 Section 2.2 mathematical prose,formal textbook,"{""evidence_sha256"":""b24d7de653ee20a099dfd511d50f46641329589accf774bb0ce5ff5e74ba93d0"",""path"":""qa/frozen-boundaries/boundary8/TERMINOLOGY.md"",""target_sha256"":""f4e17c49e2dc2e871fc6595e11daa97c8ad55e1a4eba2005488e9e841e68e749""}","[{""evidence_path"":""qa/frozen-boundaries/boundary8/TERMINOLOGY.md"",""source_text"":""modular inverse"",""target_text"":""invers modular"",""usage"":""canonical Section 2.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.080,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,80,ttp.concept.system_of_congruences,system of congruences,sistem kongruensi,[],[],R014 Section 2.3 mathematical prose,formal textbook,"{""evidence_sha256"":""d0ca90abaad183751936a72245a9c666caeb5055c6f6b06499bebefb48711992"",""path"":""qa/frozen-boundaries/boundary9/TERMINOLOGY.md"",""target_sha256"":""643a63186e4d6e1f2589aec775f9f70b58875aee6d61ec297cd55029b44cb1f9""}","[{""evidence_path"":""qa/frozen-boundaries/boundary9/TERMINOLOGY.md"",""source_text"":""system of congruences"",""target_text"":""sistem kongruensi"",""usage"":""canonical Section 2.3 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.081,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,81,ttp.concept.equivalence_relation,equivalence relation,relasi ekuivalensi,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""equivalence relation"",""target_text"":""relasi ekuivalensi"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.082,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,82,ttp.concept.reflexivity,reflexivity,refleksivitas,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""reflexivity"",""target_text"":""refleksivitas"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.083,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,83,ttp.concept.symmetry,symmetry,simetri,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""symmetry"",""target_text"":""simetri"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.084,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,84,ttp.concept.transitivity,transitivity,transitivitas,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""transitivity"",""target_text"":""transitivitas"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.085,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,85,ttp.concept.equivalence_class,equivalence class,kelas ekuivalensi,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""equivalence class"",""target_text"":""kelas ekuivalensi"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.086,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,86,ttp.concept.class_representative,class representative,wakil kelas ekuivalensi,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""class representative"",""target_text"":""wakil kelas ekuivalensi"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.087,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,87,ttp.concept.integers_mod_n,integers mod n,bilangan bulat modulo n,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""integers mod n"",""target_text"":""bilangan bulat modulo n"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.088,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,88,ttp.concept.well_defined,well-defined,terdefinisi dengan baik,[],[],R014 Section 2.4 mathematical prose,formal textbook,"{""evidence_sha256"":""837852f95b66fcad08e32b07cb205b22483d8b7cd1b67f7da6cbd343c3744ab3"",""path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}","[{""evidence_path"":""qa/frozen-boundaries/boundary10/TERMINOLOGY.md"",""source_text"":""well-defined"",""target_text"":""terdefinisi dengan baik"",""usage"":""canonical Section 2.4 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.089,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,89,ttp.concept.euler_phi_function,Euler's phi function,fungsi phi Euler,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""Euler's phi function"",""target_text"":""fungsi phi Euler"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.090,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,90,ttp.concept.euler_totient_function,Euler's totient function,fungsi totient Euler,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""Euler's totient function"",""target_text"":""fungsi totient Euler"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.091,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,91,ttp.concept.cardinality,cardinality / number of elements,kardinalitas / banyaknya elemen,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""cardinality / number of elements"",""target_text"":""kardinalitas / banyaknya elemen"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.092,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,92,ttp.concept.cartesian_product,Cartesian product,hasil kali Kartesius,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""Cartesian product"",""target_text"":""hasil kali Kartesius"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.093,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,93,ttp.concept.injective,one-to-one / injective,injektif,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""one-to-one / injective"",""target_text"":""injektif"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.094,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,94,ttp.concept.surjective,onto / surjective,surjektif,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""onto / surjective"",""target_text"":""surjektif"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.095,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,95,ttp.concept.bijective,bijective,bijektif,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""bijective"",""target_text"":""bijektif"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.096,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,96,ttp.concept.unit_group,group of multiplicatively invertible classes,grup unit,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""group of multiplicatively invertible classes"",""target_text"":""grup unit"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.097,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,97,ttp.concept.multiplicative_function,multiplicative function,fungsi multiplikatif,[],[],R014 Section 2.5 mathematical prose,formal textbook,"{""evidence_sha256"":""edf8d277be21f2e663407a26ffbfa9fb0fdd585535e49695f07768bdc19f9a7f"",""path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}","[{""evidence_path"":""qa/frozen-boundaries/boundary11/TERMINOLOGY.md"",""source_text"":""multiplicative function"",""target_text"":""fungsi multiplikatif"",""usage"":""canonical Section 2.5 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.098,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,98,ttp.concept.class_representative,representative of an equivalence class,wakil kelas ekuivalensi,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""The representative is an element of the underlying set."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""set.class_representative""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""representative of an equivalence class"",""target_text"":""wakil kelas ekuivalensi"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.099,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,99,ttp.concept.prime,prime number,bilangan prima,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""A natural number greater than 1 with only 1 and itself as natural divisors."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.prime""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""prime number"",""target_text"":""bilangan prima"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.100,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,100,ttp.concept.composite,composite number,bilangan komposit,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""A natural number greater than 1 that is not prime."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.composite""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""composite number"",""target_text"":""bilangan komposit"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.101,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,101,ttp.concept.prime_factorization,prime factorization,faktorisasi prima,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Factorization into prime factors, unique up to order."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.prime_factorization""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""prime factorization"",""target_text"":""faktorisasi prima"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.102,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,102,ttp.concept.fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,Teorema Dasar Aritmetika,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Existence and uniqueness of prime factorization for `n\\ge2`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.fundamental_theorem_arithmetic""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""Fundamental Theorem of Arithmetic"",""target_text"":""Teorema Dasar Aritmetika"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.103,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,103,ttp.concept.square_free,square-free,bebas kuadrat,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Include `1` via the empty product convention."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.square_free""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""square-free"",""target_text"":""bebas kuadrat"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.104,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,104,ttp.concept.proper_divisor,proper divisor,pembagi sejati,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Here, a positive divisor strictly between `1` and `n`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.proper_divisor""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""proper divisor"",""target_text"":""pembagi sejati"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.105,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,105,ttp.concept.wilsons_theorem,Wilson's Theorem,Teorema Wilson,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Preserve the label `thm:wilsons`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.wilsons_theorem""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""Wilson's Theorem"",""target_text"":""Teorema Wilson"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.106,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,106,ttp.concept.self_inverse,self-inverse modulo p,merupakan invers bagi dirinya sendiri modulo p,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Use in the supporting lemma; do not imply ordinary real reciprocals."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.self_inverse""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""self-inverse modulo p"",""target_text"":""merupakan invers bagi dirinya sendiri modulo p"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.107,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,107,ttp.concept.factorial,factorial,faktorial,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Preserve the notation `n!`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.factorial""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""factorial"",""target_text"":""faktorial"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.108,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,108,ttp.concept.primality_test,primality test,uji keprimaan,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Wilson's criterion is correct but computationally impractical."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.primality_test""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""primality test"",""target_text"":""uji keprimaan"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.109,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,109,ttp.concept.multiplicative_order,multiplicative order modulo n,orde multiplikatif modulo n,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Written `\\ord_n(a)`; definition requires `n\\ge2` and `\\gcd(a,n)=1`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""nt.multiplicative_order""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""multiplicative order modulo n"",""target_text"":""orde multiplikatif modulo n"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.110,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,110,ttp.concept.lagranges_theorem,Lagrange's Theorem,Teorema Lagrange,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Used here through the divisibility of a subgroup order."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""algebra.lagranges_theorem""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""Lagrange's Theorem"",""target_text"":""Teorema Lagrange"",""usage"":""authoritative complete-edition term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.111,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,111,ttp.concept.cyclic_subgroup,cyclic subgroup generated by a,subgrup siklik yang dibangkitkan oleh a,[],[],R014 complete reviewed id-ID edition,formal textbook,"{""evidence_sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""notes"":""Written `\\left<a\\right>` in the authority."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_id"":""algebra.cyclic_subgroup""}","[{""evidence_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""source_text"":""cyclic subgroup generated by a"",""target_text"":""subgrup siklik yang dibangkitkan oleh a"",""usage"":""authoritative complete-edition term mapping""}]"
