schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,qa_type,result,witness_ids,evidence,method,event_timestamp
r014.backend.record,1.0.0,ttp.r014.qa.boundary21-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary21-reader-evidence"",""ttp.r014.artifact.boundary21-visual-receipt-evidence""]","{""bytes"":3209,""path"":""qa/BOUNDARY21_LAYOUT_R2_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY21_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046"",""sha256"":""2466f40240ff983e7122a030e22afb5f98f8ee791577035c7fc17d2812da0648""}",r014.boundary_candidate_visual_receipt,2026-08-22T00:32:22Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary22-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary22-build-evidence,build,pass,"[""ttp.r014.artifact.boundary22-pdf-canonical"",""ttp.r014.artifact.boundary22-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":6039,""pages"":111,""path"":""qa/BOUNDARY22_BUILD.json"",""pdf_bytes"":791075,""pdf_path"":""output/YAINTT_ID_BOUNDARY22.pdf"",""pdf_sha256"":""27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9"",""receipt_status"":""passed_canonical"",""sha256"":""916bceebc4ec9649ef4ae48856c7a70fdf997b5772446ef5b501cb6bd71bb1dc""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary22-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_structural_candidate_not_canonical,"[""ttp.r014.artifact.boundary22-reader-evidence"",""ttp.r014.artifact.boundary22-build-receipt-evidence""]","{""bytes"":5963,""path"":""qa/BOUNDARY22_LAYOUT_R2_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY22_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9"",""sha256"":""ca92c710449c45200c8e77517fa1f50d183fbe146e6c6c185520f66b5e587f77""}",r014.boundary22_24_candidate_build_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary22-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary22-visual-evidence,visual,pass,"[""ttp.r014.artifact.boundary22-pdf-canonical"",""ttp.r014.artifact.boundary22-visual-receipt-canonical""]","{""bytes"":4483,""pages"":111,""path"":""qa/BOUNDARY22_VISUAL.json"",""pdf_bytes"":791075,""pdf_path"":""output/YAINTT_ID_BOUNDARY22.pdf"",""pdf_sha256"":""27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9"",""receipt_status"":""passed_canonical"",""sha256"":""bc7f4b8445b638b44f3fb62bb13fb6729e36218662f98d43cc8e6a040ee82ea5""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary22-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary22-reader-evidence"",""ttp.r014.artifact.boundary22-visual-receipt-evidence""]","{""bytes"":4386,""path"":""qa/BOUNDARY22_LAYOUT_R2_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY22_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9"",""sha256"":""7229796ef652aeb342ba34daec73bada2b9d6bc5fb83d0b41b450c423a2757f0""}",r014.boundary22_24_candidate_visual_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary23-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary23-build-evidence,build,pass,"[""ttp.r014.artifact.boundary23-pdf-canonical"",""ttp.r014.artifact.boundary23-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":5994,""pages"":114,""path"":""qa/BOUNDARY23_BUILD.json"",""pdf_bytes"":816756,""pdf_path"":""output/YAINTT_ID_BOUNDARY23.pdf"",""pdf_sha256"":""719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9"",""receipt_status"":""passed_canonical"",""sha256"":""6b628803fce21b4d0e7530f7ab6001a88658736f943e00571e167c5d892f15dd""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary23-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_structural_candidate_not_canonical,"[""ttp.r014.artifact.boundary23-reader-evidence"",""ttp.r014.artifact.boundary23-build-receipt-evidence""]","{""bytes"":5907,""path"":""qa/BOUNDARY23_R3_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY23_R3_CANDIDATE.pdf"",""pdf_sha256"":""719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9"",""sha256"":""5d22a74a932b04617508a7df269427aee3be3963c1525cfab2add0a43fb853a9""}",r014.boundary22_24_candidate_build_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary23-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary23-visual-evidence,visual,pass,"[""ttp.r014.artifact.boundary23-pdf-canonical"",""ttp.r014.artifact.boundary23-visual-receipt-canonical""]","{""bytes"":4597,""pages"":114,""path"":""qa/BOUNDARY23_VISUAL.json"",""pdf_bytes"":816756,""pdf_path"":""output/YAINTT_ID_BOUNDARY23.pdf"",""pdf_sha256"":""719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9"",""receipt_status"":""passed_canonical"",""sha256"":""4b95d52d82f3c578f1f51827860b60a6527e751c41ba49b998d7dc4368b9dedc""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary23-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary23-reader-evidence"",""ttp.r014.artifact.boundary23-visual-receipt-evidence""]","{""bytes"":4496,""path"":""qa/BOUNDARY23_R3_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY23_R3_CANDIDATE.pdf"",""pdf_sha256"":""719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9"",""sha256"":""431f1d6c275c0704e1019968093a9c57a51ab1f71786e5a07369dc369c4899b2""}",r014.boundary22_24_candidate_visual_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary24-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary24-build-evidence,build,pass,"[""ttp.r014.artifact.boundary24-pdf-canonical"",""ttp.r014.artifact.boundary24-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":6859,""pages"":118,""path"":""qa/BOUNDARY24_BUILD.json"",""pdf_bytes"":832452,""pdf_path"":""output/YAINTT_ID_BOUNDARY24.pdf"",""pdf_sha256"":""8815a9a16c19529cfa505be8c1dcdf8a2319d7010d56e636c170a16179b0024f"",""receipt_status"":""passed_canonical"",""sha256"":""5b2beb56139c56cd58a753fd8a11e7a1f55989be284443092065dac23ae3a235""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary24-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_structural_candidate_not_canonical,"[""ttp.r014.artifact.boundary24-reader-evidence"",""ttp.r014.artifact.boundary24-build-receipt-evidence""]","{""bytes"":5970,""path"":""qa/BOUNDARY24_R2_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY24_R2_CANDIDATE.pdf"",""pdf_sha256"":""26f567b5ae72ae95b28085b9dc9cbb600959c5f164466a64e88ed5396577d68f"",""sha256"":""fe5a6fa62413413c59afd2e7bf5a5a57cf997eb0d4dc458003dce17a49ec4078""}",r014.boundary22_24_candidate_build_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary24-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary24-visual-evidence,visual,pass,"[""ttp.r014.artifact.boundary24-pdf-canonical"",""ttp.r014.artifact.boundary24-visual-receipt-canonical""]","{""bytes"":5548,""pages"":118,""path"":""qa/BOUNDARY24_VISUAL.json"",""pdf_bytes"":832452,""pdf_path"":""output/YAINTT_ID_BOUNDARY24.pdf"",""pdf_sha256"":""8815a9a16c19529cfa505be8c1dcdf8a2319d7010d56e636c170a16179b0024f"",""receipt_status"":""passed_canonical"",""sha256"":""776ff1f8e179ac0c5269b5da8ee35b7eae803d2d9dc8d770d304e2f023aaade2""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary24-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,failed_visual_candidate_not_canonical,"[""ttp.r014.artifact.boundary24-reader-evidence"",""ttp.r014.artifact.boundary24-visual-receipt-evidence""]","{""bytes"":5135,""path"":""qa/BOUNDARY24_R2_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY24_R2_CANDIDATE.pdf"",""pdf_sha256"":""26f567b5ae72ae95b28085b9dc9cbb600959c5f164466a64e88ed5396577d68f"",""sha256"":""a0c399a4a35e48196f05fc40d09f3c9ea2d51eec15e43c1a5953647744c8c1b3""}",r014.boundary22_24_candidate_visual_qa,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary25-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary25-build-pending,build,pass,"[""ttp.r014.artifact.boundary25-pdf-canonical"",""ttp.r014.artifact.boundary25-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":6186,""pages"":124,""path"":""qa/BOUNDARY25_BUILD.json"",""pdf_bytes"":874882,""pdf_path"":""output/YAINTT_ID_BOUNDARY25.pdf"",""pdf_sha256"":""95dde8dbd45dcfdf7580d5a81672a137ec7275ff4cb1a40435c128f6caa6c154"",""receipt_status"":""passed_canonical"",""sha256"":""ced14aa2fff399d8c9b2c972c15c3e369c032b8b5e907a722894004003d5da6d""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary25-build-pending,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pending,"[""ttp.r014.artifact.target-source.boundary28-r2""]","{""path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""reason"":""No passed Boundary 25 build receipt exists in the selected final-candidate lineage."",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}",filesystem evidence inventory,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary25-translation-review-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,math-language-topology-review,passed,"[""ttp.r014.artifact.boundary25-translation-review-receipt"",""ttp.r014.artifact.target-source.boundary28-r2""]","{""authority"":{""bytes"":14198,""end_line"":5271,""path"":""authority/downloads/yaintt.tex"",""sha256"":""2a996ee4091f81ebdfc18ff53b984ea20e2f479d2238dadb0148c6670e8e0966"",""slice_convention"":""section start inclusive; next section start exclusive"",""start_line"":4899},""bytes"":1473,""checks"":{""mathematics"":""pass"",""natural_id_id"":""pass"",""structure"":""pass"",""terminology"":""pass"",""unintended_english_residue"":0},""path"":""qa/BOUNDARY25_TRANSLATION_REVIEW.json"",""reviewed_target"":{""bytes"":14633,""end_marker"":""\\ifdefined\\boundarytwentyfive"",""path"":""qa/frozen-boundaries/boundary25/yaintt-id.tex"",""sha256"":""9c5696354a2243b25af8c16bf6b0addcaad440dcac88236d64a1d82e4f2a34b0"",""start_marker"":""\\section{Akar Primitif}""},""sha256"":""4258192f25e5e4b5a624d2174583852597abb9c149a66cb600092d1163efc2f1""}",r014.translation_review_receipt,2026-08-22T00:05:00Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary25-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary25-pdf-canonical"",""ttp.r014.artifact.boundary25-visual-receipt-canonical""]","{""bytes"":4992,""pages"":124,""path"":""qa/BOUNDARY25_VISUAL.json"",""pdf_bytes"":874882,""pdf_path"":""output/YAINTT_ID_BOUNDARY25.pdf"",""pdf_sha256"":""95dde8dbd45dcfdf7580d5a81672a137ec7275ff4cb1a40435c128f6caa6c154"",""receipt_status"":""passed_canonical"",""sha256"":""0e72412cbdef3d11e358ffa1fcdf82862d940ef2a74bc84852432bba2f18c71b""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary26-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary26-build-pending,build,pass,"[""ttp.r014.artifact.boundary26-pdf-canonical"",""ttp.r014.artifact.boundary26-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":6205,""pages"":128,""path"":""qa/BOUNDARY26_BUILD.json"",""pdf_bytes"":899343,""pdf_path"":""output/YAINTT_ID_BOUNDARY26.pdf"",""pdf_sha256"":""28f497d2cdfee61c85b37a62873184f5a2348f73c1daef7ac7c56d10dc2dd169"",""receipt_status"":""passed_canonical"",""sha256"":""9c53a68af6d0a6b26144da5d1c8a46cffd297bff8f75e73421da1cee4c96bd21""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary26-build-pending,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pending,"[""ttp.r014.artifact.target-source.boundary28-r2""]","{""path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""reason"":""No passed Boundary 26 build receipt exists in the selected final-candidate lineage."",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}",filesystem evidence inventory,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary26-translation-review-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,math-language-topology-review,passed_after_two_p3_terminology_corrections,"[""ttp.r014.artifact.boundary26-translation-review-receipt"",""ttp.r014.artifact.target-source.boundary28-r2""]","{""authority"":{""bytes"":8049,""end_line"":5523,""path"":""authority/downloads/yaintt.tex"",""sha256"":""57c12d79262178f7a3b6547db5f5fb3c4e35aeddc75fb58da2d9d463d21af0b6"",""slice_convention"":""section start inclusive; next section start exclusive"",""start_line"":5272},""bytes"":1564,""checks"":{""all_153_index_table_values_recomputed"":""pass"",""mathematics"":""pass"",""natural_id_id"":""pass"",""structure"":""pass"",""terminology"":""pass"",""unintended_english_residue"":0},""path"":""qa/BOUNDARY26_TRANSLATION_REVIEW.json"",""reviewed_target"":{""bytes"":8478,""end_marker"":""\\ifdefined\\boundarytwentysix"",""path"":""qa/frozen-boundaries/boundary26/yaintt-id.tex"",""sha256"":""9d9f9b5014f8ff7ed74290ea56de7f1f6dfec243516c6a6c63ea14cef37559ab"",""start_marker"":""\\section{Indeks}""},""sha256"":""ea1474e06e18c69898d284154bb0aa146fbb5049bf525e10201fb182ed6985fc""}",r014.translation_review_receipt,2026-08-22T00:23:00Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary26-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary26-pdf-canonical"",""ttp.r014.artifact.boundary26-visual-receipt-canonical""]","{""bytes"":5132,""pages"":128,""path"":""qa/BOUNDARY26_VISUAL.json"",""pdf_bytes"":899343,""pdf_path"":""output/YAINTT_ID_BOUNDARY26.pdf"",""pdf_sha256"":""28f497d2cdfee61c85b37a62873184f5a2348f73c1daef7ac7c56d10dc2dd169"",""receipt_status"":""passed_canonical"",""sha256"":""07162fb087693d5b2aad108bacf2d8835a05584452d3e4987b329c3aadd922b3""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary27-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary27-build-pending,build,pass,"[""ttp.r014.artifact.boundary27-pdf-canonical"",""ttp.r014.artifact.boundary27-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":6271,""pages"":132,""path"":""qa/BOUNDARY27_BUILD.json"",""pdf_bytes"":934433,""pdf_path"":""output/YAINTT_ID_BOUNDARY27.pdf"",""pdf_sha256"":""1fb63e1d1bd1643f5a2296b2e36b7503348ac21f307f502d912fcc2b3bcfeccf"",""receipt_status"":""passed_canonical"",""sha256"":""f2df52416545380a8347c96e895d2bc6dbb85d7a7d3ba7cd19c1341db78d24d7""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary27-build-pending,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pending,"[""ttp.r014.artifact.target-source.boundary28-r2""]","{""path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""reason"":""No passed Boundary 27 build receipt exists in the selected final-candidate lineage."",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}",filesystem evidence inventory,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary27-translation-review-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,math-language-topology-review,passed_after_p3_terminology_correction,"[""ttp.r014.artifact.boundary27-translation-review-receipt"",""ttp.r014.artifact.target-source.boundary28-r2""]","{""authority"":{""bytes"":9988,""end_line"":5766,""path"":""authority/downloads/yaintt.tex"",""sha256"":""1d81170e61c5724677a54cbf06220060ee528068416d7c740a2232e5c51d666a"",""slice_convention"":""section start inclusive; next section start exclusive"",""start_line"":5524},""bytes"":1657,""checks"":{""mathematics"":""pass"",""natural_id_id"":""pass"",""p617_and_p11717_examples"":""independently recomputed"",""security_scope"":""pass"",""sophie_germain_list"":""independently recomputed"",""structure"":""pass"",""unintended_english_residue"":0},""path"":""qa/BOUNDARY27_TRANSLATION_REVIEW.json"",""reviewed_target"":{""bytes"":10654,""end_marker"":""\\ifdefined\\boundarytwentyseven"",""path"":""qa/frozen-boundaries/boundary27/yaintt-id.tex"",""sha256"":""047b2e11d2a03f7eeae71ff7f919f25b1f18203406d2557f284617c58524474b"",""start_marker"":""\\section{Pertukaran Kunci Diffie--Hellman}""},""sha256"":""ecbff12675a19c1f37b50f7fca4c59c2242f7e7f2fdfb716078e94ce9946c7d4""}",r014.translation_review_receipt,2026-08-22T00:36:00Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary27-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary27-pdf-canonical"",""ttp.r014.artifact.boundary27-visual-receipt-canonical""]","{""bytes"":5268,""pages"":132,""path"":""qa/BOUNDARY27_VISUAL.json"",""pdf_bytes"":934433,""pdf_path"":""output/YAINTT_ID_BOUNDARY27.pdf"",""pdf_sha256"":""1fb63e1d1bd1643f5a2296b2e36b7503348ac21f307f502d912fcc2b3bcfeccf"",""receipt_status"":""passed_canonical"",""sha256"":""e089c64c0b67a63fdc9c53fac63b499e768ca3aeb1e642bb53ab707f0cc8b24b""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary28-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary28-build-pending,build,pass,"[""ttp.r014.artifact.boundary28-pdf-canonical"",""ttp.r014.artifact.boundary28-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":7395,""pages"":138,""path"":""qa/FINAL_BUILD.json"",""pdf_bytes"":962527,""pdf_path"":""output/YAINTT_ID.pdf"",""pdf_sha256"":""1ded3c6844b656347259b464bf21526fdc32dc2246c73ac58ab76ed28688eefc"",""receipt_status"":""passed_canonical_final"",""sha256"":""d112b48de7032c2eda809419eadaaafdec089c8b6c5886db8501ab226c8123e2""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary28-build-pending,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pending,"[""ttp.r014.artifact.target-source.boundary28-r2""]","{""path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""reason"":""No full-book Boundary 28-r2 build receipt or PDF exists yet."",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}",filesystem evidence inventory,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary28-final-source-freeze,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,source_freeze,pass,"[""ttp.r014.artifact.target-source.boundary28-final""]","{""byte_identical_to_review_candidate"":true,""bytes"":269464,""path"":""qa/frozen-boundaries/boundary28-final/yaintt-id.tex"",""sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}",exact byte-count and SHA-256 identity against the admitted Boundary 28-r2 review candidate,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary28-r2-backend-structural,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-target-topology-and-backend-closure,pass,"[""ttp.r014.artifact.target-source.boundary28-r2"",""ttp.r014.artifact.adverse-ledger.boundary28-r2"",""ttp.r014.artifact.terminology.boundary28-r2""]","{""adverse_ledger_path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""authority_path"":""authority/downloads/yaintt.tex"",""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""boundaries"":17,""corrections"":141,""exercise_groups"":14,""exercises"":43,""generated_units"":298,""semantic_environments"":265,""structural_sequence_match"":true,""target_bytes"":269464,""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db"",""terminology_path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""terminology_rows"":216}",deterministic line-bound source/target parser with exact environment-sequence comparison,2026-08-22T03:06:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary28-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary28-pdf-canonical"",""ttp.r014.artifact.boundary28-visual-receipt-canonical""]","{""bytes"":5729,""pages"":138,""path"":""qa/FINAL_VISUAL.json"",""pdf_bytes"":962527,""pdf_path"":""output/YAINTT_ID.pdf"",""pdf_sha256"":""1ded3c6844b656347259b464bf21526fdc32dc2246c73ac58ab76ed28688eefc"",""receipt_status"":""passed_canonical_final"",""sha256"":""4d69b0335cb59477117209ba2c62347afc758c73d9bde9a19c6b25df10851292""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary3-accessibility,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,accessibility,pass_with_untagged_pdf_caveat,"[""ttp.r014.artifact.boundary3-pdf""]","{""path"":""qa/BOUNDARY3_VISUAL.json""}",bounded evidence replay,2026-08-21T13:44:10+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary3-build,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,target_build,pass,"[""ttp.r014.artifact.boundary3-pdf""]","{""path"":""qa/BOUNDARY3_BUILD.json""}",bounded evidence replay,2026-08-21T13:42:32+02:00
