schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,correction_type,authority_locator,source_text,target_text,rationale,evidence,upstream_report_disposition,affected_unit_ids,report_status
r014.backend.record,1.0.0,ttp.r014.correction.0032,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1697,""path"":""authority/downloads/yaintt.tex"",""start_line"":1693}",cite Part (2) and infer exactly d solutions from a necessary condition,cite Part 1 and prove both the upper bound and existence of every one of the d classes,"The applicable cancellation case is Part 1, and counting possible differences alone does not prove that every class yields a solution.","{""adverse_ledger"":{""id"":""R014-ADV-0034"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY8.md"",""sha256"":""5ca4cedea493e2688437cc5dd01db138e781e1d16c28f7dcee2eeed772f60f9b""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.basiclincongs.proof""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0033,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1714,""path"":""authority/downloads/yaintt.tex"",""start_line"":1712}","x_1, x_1, x_2 as three solution labels","x_0, x_1, x_2 with all three written as congruence classes modulo 6",The authority duplicates x_1 and omits x_0 while listing the three classes.,"{""adverse_ledger"":{""id"":""R014-ADV-0035"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY8.md"",""sha256"":""5ca4cedea493e2688437cc5dd01db138e781e1d16c28f7dcee2eeed772f60f9b""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.eg.multiplesolscongs""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0034,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,editorial,"{""end_line"":1745,""path"":""authority/downloads/yaintt.tex"",""start_line"":1744}",$7^{-1}$of,$7^{-1}$ dari,Restore the missing word boundary while translating.,"{""adverse_ledger"":{""id"":""R014-ADV-0036"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY8.md"",""sha256"":""5ca4cedea493e2688437cc5dd01db138e781e1d16c28f7dcee2eeed772f60f9b""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.eg.modinverses""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0035,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1768,""path"":""authority/downloads/yaintt.tex"",""start_line"":1765}","quantify a and n, then use unbound b and b^{-1}","quantify a,b\in\ZZ and n\in\NN",The exercise uses b and its inverse without binding b.,"{""adverse_ledger"":{""id"":""R014-ADV-0037"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY8.md"",""sha256"":""5ca4cedea493e2688437cc5dd01db138e781e1d16c28f7dcee2eeed772f60f9b""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.sec.lc.exercise.04""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0036,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1823,""path"":""authority/downloads/yaintt.tex"",""start_line"":1820}",apply Theorem thm:combing k times,"apply the theorem repeatedly, formally by induction","Combining k pairwise relatively prime divisors requires k-1 applications for k at least 2 and none for k=1, not k applications.","{""adverse_ledger"":{""id"":""R014-ADV-0038"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY9.md"",""sha256"":""1354896c1f7f1427ffffef9d33cdae0f908e60e2be63529b5d9a3fd57ab5349b""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.chinese-remainder.proof""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0037,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1902,""path"":""authority/downloads/yaintt.tex"",""start_line"":1900}","if C is in S, then any r in S such that C=[r] is a representative","if C is in S/~, then any r in S such that C=[r] is a representative","An equivalence class is an element of the quotient set, not of the underlying set.","{""adverse_ledger"":{""id"":""R014-ADV-0039"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY10.md"",""sha256"":""204c5f8287abde8f443467f52cdfc67d256deb7fda471a9b7665d71a6d2dfe52""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.def.equivalence-relation""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0038,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1927,""path"":""authority/downloads/yaintt.tex"",""start_line"":1916}","from z~x and z~y, symmetry gives y~z and transitivity gives x~y","symmetry gives x~z, then transitivity gives x~y; both inclusions and exclusivity are closed explicitly","The displayed relations in the authority yield y~x in the stated order, not x~y.","{""adverse_ledger"":{""id"":""R014-ADV-0040"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY10.md"",""sha256"":""204c5f8287abde8f443467f52cdfc67d256deb7fda471a9b7665d71a6d2dfe52""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.equivalence-classes-disjoint-or-equal.proof""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0039,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":1988,""path"":""authority/downloads/yaintt.tex"",""start_line"":1986}",C times D equals [a times m] where a and b are representatives,C times D equals [a times b] where a and b are representatives,The variable m is unbound; the following theorem and proof use the representative b.,"{""adverse_ledger"":{""id"":""R014-ADV-0041"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY10.md"",""sha256"":""204c5f8287abde8f443467f52cdfc67d256deb7fda471a9b7665d71a6d2dfe52""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.def.congruence-class-operations""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0040,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,editorial,"{""end_line"":2032,""path"":""authority/downloads/yaintt.tex"",""start_line"":2029}","many of our other, earlier results beside just Corollary","many earlier results, in addition to the corollary, can be restated with congruence classes","The intended transition requires besides or an equivalent phrase, not beside.","{""adverse_ledger"":{""id"":""R014-ADV-0042"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY10.md"",""sha256"":""204c5f8287abde8f443467f52cdfc67d256deb7fda471a9b7665d71a6d2dfe52""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.sec.awtwwc.discussion.05""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0041,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,editorial,"{""end_line"":2064,""path"":""authority/downloads/yaintt.tex"",""start_line"":2059}",Prove a version of Theorems followed by one theorem reference,Prove a version of Theorem followed by the same single reference,"The exercise cites exactly one theorem, so the head noun must be singular.","{""adverse_ledger"":{""id"":""R014-ADV-0043"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY10.md"",""sha256"":""204c5f8287abde8f443467f52cdfc67d256deb7fda471a9b7665d71a6d2dfe52""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.sec.awtwwc.exercise.01""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0042,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":2128,""path"":""authority/downloads/yaintt.tex"",""start_line"":2124}","Given n,m in Z, if gcd(n,m)=1 then phi(nm)=phi(n)phi(m)","Given n,m in N, if gcd(n,m)=1 then phi(nm)=phi(n)phi(m)",The book defines phi only on positive natural-number arguments and the proof immediately fixes positive n and m.,"{""adverse_ledger"":{""id"":""R014-ADV-0044"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY11.md"",""sha256"":""b4304bf5625025a7361d06fbaa284c24f16e1cf7303753b1e05e982a6f46a67f""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.phiismultiplicative""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0043,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":2143,""path"":""authority/downloads/yaintt.tex"",""start_line"":2140}",both Cartesian-product components are declared in (Z/nZ)*,the second component is declared in (Z/mZ)*,"The second component belongs to the unit group modulo m, as required by the product and cardinality argument.","{""adverse_ledger"":{""id"":""R014-ADV-0045"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY11.md"",""sha256"":""b4304bf5625025a7361d06fbaa284c24f16e1cf7303753b1e05e982a6f46a67f""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.phiismultiplicative.proof""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0044,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,"{""end_line"":2190,""path"":""authority/downloads/yaintt.tex"",""start_line"":2155}",the CRT map is asserted to be a bijection without proving that images and preimages are units,the proof checks that images lie in both unit groups and constructs a unit preimage modulo nm,A bijection between the stated unit groups requires both codomain membership and unit preimage checks.,"{""adverse_ledger"":{""id"":""R014-ADV-0046"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY11.md"",""sha256"":""b4304bf5625025a7361d06fbaa284c24f16e1cf7303753b1e05e982a6f46a67f""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.thm.phiismultiplicative.proof""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0045,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,editorial,"{""end_line"":2103,""path"":""authority/downloads/yaintt.tex"",""start_line"":2101}",this name was give to it by the English mathematician Sylvester,this name was given by the English mathematician Sylvester,The authority omits the final n in given.,"{""adverse_ledger"":{""id"":""R014-ADV-0047"",""path"":""backend/evidence/ADVERSE_LEDGER_BOUNDARY11.md"",""sha256"":""b4304bf5625025a7361d06fbaa284c24f16e1cf7303753b1e05e982a6f46a67f""},""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829""}",candidate_for_single_final_upstream_report,"[""ttp.r014.unit.def.euler-phi""]",not_submitted
r014.backend.record,1.0.0,ttp.r014.correction.0046,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":353,""ledger_id"":""R014-ADV-0046"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":345}",Unit-group correspondence omits its codomain and preimage checks,"The authority proves that the CRT map is independent of representatives,
injective, and has a congruence-class preimage, but never proves that its image
lies in the two unit groups or that the CRT preimage is a unit modulo `nm`.
The target supplies both missing checks by reducing an inverse modulo `nm` to
the two factors and, conversely, combining component inverses with the Chinese
Remainder Theorem.","The authority proves that the CRT map is independent of representatives,
injective, and has a congruence-class preimage, but never proves that its image
lies in the two unit groups or that the CRT preimage is a unit modulo `nm`.
The target supplies both missing checks by reducing an inverse modulo `nm` to
the two factors and, conversely, combining component inverses with the Chinese
Remainder Theorem.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0046"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0047,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":359,""ledger_id"":""R014-ADV-0047"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":354}",Totient attribution sentence omits a letter,"The authority says the name “was give to it” by Sylvester. The target renders
the intended statement (“diberikan oleh”) and retains the attribution and
English pronunciation note.","The authority says the name “was give to it” by Sylvester. The target renders
the intended statement (“diberikan oleh”) and retains the attribution and
English pronunciation note.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0047"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0048,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":368,""ledger_id"":""R014-ADV-0048"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":360}",Small-factor proof reverses the decisive inequality,"To prove that a composite `n` has a divisor at most `sqrt(n)`, the authority
says the paired divisors `a` and `n/a` cannot both be *less* than `sqrt(n)` and
derives a product smaller than `n`. That establishes the opposite of the
needed claim. The correct contradiction assumes both factors are *greater*
than `sqrt(n)`, which would make their product greater than `n`. The target
uses that direction.","To prove that a composite `n` has a divisor at most `sqrt(n)`, the authority
says the paired divisors `a` and `n/a` cannot both be *less* than `sqrt(n)` and
derives a product smaller than `n`. That establishes the opposite of the
needed claim. The correct contradiction assumes both factors are *greater*
than `sqrt(n)`, which would make their product greater than `n`. The target
uses that direction.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0048"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0049,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":374,""ledger_id"":""R014-ADV-0049"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":369}",Prime-divisor proposition drops its first alternative,"The authority states `p\mid ab` implies `p\mid` or `p\mid b`, leaving the first
dividend blank. The proof and Euclid's Lemma require `p\mid a` or `p\mid b`.
The target restores `a`.","The authority states `p\mid ab` implies `p\mid` or `p\mid b`, leaving the first
dividend blank. The proof and Euclid's Lemma require `p\mid a` or `p\mid b`.
The target restores `a`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0049"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0050,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":381,""ledger_id"":""R014-ADV-0050"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":375}",Prime-factor cancellation incorrectly leaves `n` unchanged,"In the uniqueness proof for the Fundamental Theorem of Arithmetic, the
authority cancels the equal factors `p_1=q_j` but then writes the remaining
products as still equal to `n`. They equal `n/p_1`. The target restores that
quotient and makes the empty-product/end-of-list argument explicit.","In the uniqueness proof for the Fundamental Theorem of Arithmetic, the
authority cancels the equal factors `p_1=q_j` but then writes the remaining
products as still equal to `n`. They equal `n/p_1`. The target restores that
quotient and makes the empty-product/end-of-list argument explicit.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0050"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0051,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":388,""ledger_id"":""R014-ADV-0051"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":382}",Square-free exercise changes domain without handling one,"The authority first defines square-free only for `n>1`, then asks for an
equivalence for every `n\ge1`. The case `n=1` is square-free but is not a
nonempty product of distinct primes. The target defines the property on
`\NN` and explicitly permits the empty product, of value `1`.","The authority first defines square-free only for `n>1`, then asks for an
equivalence for every `n\ge1`. The case `n=1` is square-free but is not a
nonempty product of distinct primes. The target defines the property on
`\NN` and explicitly permits the empty product, of value `1`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0051"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0052,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":394,""ledger_id"":""R014-ADV-0052"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":389}",Fundamental-theorem prose contains two broken phrases,"The authority says `in term s of the p's` and later `run of of primes`. The
target renders the intended factor-reordering and exhaustion statements
without those typographical breaks.","The authority says `in term s of the p's` and later `run of of primes`. The
target renders the intended factor-reordering and exhaustion statements
without those typographical breaks.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0052"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.batfta""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0053,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":401,""ledger_id"":""R014-ADV-0053"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":395}",Wilson proof does not handle the prime two,"The authority groups the nontrivial factors into `(p-3)/2` inverse pairs. For
`p=2`, which is included in the theorem, this count is `-1/2` and the pairing
argument is not defined. The target proves the `p=2` case directly and applies
the inverse-pair argument only to odd primes.","The authority groups the nontrivial factors into `(p-3)/2` inverse pairs. For
`p=2`, which is included in the theorem, this count is `-1/2` and the pairing
argument is not defined. The target proves the `p=2` case directly and applies
the inverse-pair argument only to odd primes.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0053"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.wt""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0054,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":407,""ledger_id"":""R014-ADV-0054"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":402}",Wilson proof leaves a parenthetical clause unclosed,"The authority opens the parenthetical clause beginning `so would p-1` but does
not close it after the lemma reference. The target recasts the argument as
complete sentences while preserving the mathematical content.","The authority opens the parenthetical clause beginning `so would p-1` but does
not close it after the lemma reference. The target recasts the argument as
complete sentences while preserving the mathematical content.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0054"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.wt""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0055,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":414,""ledger_id"":""R014-ADV-0055"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":408}",Worked Wilson example overstates the inverse search range,"The authority says it finds all inverses of `2,...,6` but lists only the two
nontrivial inverse pairs among `2,...,5`; the factor `6=p-1` is handled
separately in the following display. The target states that exact range and
also repairs the authority's missing space in `or$ 4^{-1}`.","The authority says it finds all inverses of `2,...,6` but lists only the two
nontrivial inverse pairs among `2,...,5`; the factor `6=p-1` is handled
separately in the following display. The target states that exact range and
also repairs the authority's missing space in `or$ 4^{-1}`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0055"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.wt""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0056,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":420,""ledger_id"":""R014-ADV-0056"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":415}",Order-divisibility theorem omits its defining modulus domain,"The authority states `ord_n(a) | phi(n)` for `n in N`, although its own
definition of `ord_n(a)` requires `n>=2`. The target adds that missing domain
condition to the theorem.","The authority states `ord_n(a) | phi(n)` for `n in N`, although its own
definition of `ord_n(a)` requires `n>=2`. The target adds that missing domain
condition to the theorem.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0056"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.moaa""]",not_sent
